VMA;lat;lon
50;44.958902;-0.709216
50;45.72896;-0.58853
70;43.492683;-1.367499
80;42.75375;3.021237
80;42.45543;1.942436
80;42.519337;2.79937
110;42.656435;2.925448
90;42.599081;2.85654
90;42.786233;3.00051
50;46.211801;5.318077
80;46.059685;5.080151
80;45.957949;5.327278
80;46.13638;4.96035
80;45.927842;5.101395
80;46.185325;5.10749
80;45.806615;5.77399
50;46.15508;3.41333
80;43.960568;6.479397
90;45.470038;2.366049
80;43.970715;3.691066
50;43.608876;3.841484
80;44.492078;1.003637
70;43.577281;-0.657069
80;43.360388;-1.581847
80;43.464485;-0.703772
50;43.493924;-1.523974
70;43.361878;-1.713104
70;43.369541;-1.637173
80;42.660478;2.883063
90;45.749892;5.92658
80;43.717809;1.084615
90;43.909527;1.799222
50;43.632012;3.822436
90;44.561991;5.919797
70;43.427333;5.894472
50;45.827542;3.440125
70;43.955054;4.823937
90;44.080131;3.001035
80;44.112864;4.793889
80;45.964537;5.005278
90;45.54004;5.52878
50;44.358371;-0.761366
50;43.549103;6.990757
50;43.550484;6.99202
50;43.547583;7.052063
80;43.983312;4.263079
70;45.648009;4.308932
90;44.215541;1.731919
50;44.298171;-0.477515
70;45.946264;3.158438
70;43.301887;5.425375
50;45.831504;1.273216
90;44.417927;3.183285
80;43.03484;1.89735
80;43.50427;2.01156
50;41.961823;8.809271
50;41.933514;8.744156
80;41.652536;9.300538
70;41.960273;9.396705
50;45.793684;3.062337
90;45.700761;3.007379
80;43.81706;-0.2966
50;44.21368;-1.20116
70;45.723667;4.891326
90;46.316301;3.324925
70;46.191441;-0.056578
50;44.196326;4.624583
80;45.819624;-1.082906
80;43.500808;0.036685
80;43.953435;4.645318
50;46.183948;6.246718
80;43.893018;4.689644
80;44.968927;-0.1661
80;45.156399;-0.818739
70;43.646475;-0.488472
80;43.554;-1.2951
50;43.64819;-1.41053
80;43.70271;-0.67769
50;43.66042;-1.398827
50;45.67995;4.84948
50;43.539223;7.035947
90;45.9246;6.76261
80;45.98988;6.63149
80;44.50694;-1.044239
80;43.67138;0.97082
80;44.204738;-0.742478
50;41.93201;8.75645
70;41.66385;8.91863
80;41.51029;9.14978
80;43.17806;-1.1806
80;43.354327;-0.533289
80;43.99942;2.16705
80;43.539575;-0.804515
80;43.406172;-0.205087
50;44.48154;1.40138
50;45.047587;-0.119653
50;43.116721;0.43068
70;45.015413;-0.04022
80;44.604199;1.964032
70;41.417819;9.178727
80;45.132092;-1.04522
70;44.022151;-0.326094
50;46.150315;0.266249
80;43.615393;-1.39844
80;44.470135;0.910652
90;43.288972;3.114268
70;46.191944;1.256874
80;44.83991;0.39583
50;45.82968;4.61016
80;43.966962;-0.315159
50;43.77216;-0.574839
50;44.467018;-1.069527
80;43.634019;-0.617493
50;43.564646;-1.181328
50;44.194341;-1.220531
50;43.394505;5.225864
80;44.943162;-0.204994
70;43.954148;6.858209
80;43.60673;0.98934
80;43.192018;-1.255035
80;44.698019;-0.471955
70;43.320728;5.422377
80;44.49159;4.74979
80;44.975047;-1.005139
80;44.857746;5.610016
80;44.390763;0.724056
70;44.204689;0.335365
80;43.472061;-1.215349
80;43.801761;-0.292647
70;44.7052;4.65451
50;43.994397;-0.102677
70;44.878027;0.514157
80;44.489075;3.377201
70;46.416243;0.839867
50;44.728407;-1.043177
50;44.777358;-0.930203
50;44.710864;-1.027573
80;45.5056;5.71897
90;45.285646;3.255965
90;45.705445;3.314312
70;46.151949;6.252963
70;43.278633;0.108979
70;46.154376;-1.312274
70;46.201506;-1.446953
70;46.188054;-1.343736
50;44.720261;4.134458
50;45.68515;2.800394
80;43.081332;-0.613888
90;45.198714;1.83348
80;43.852398;-1.118219
50;43.77364;-0.56193
70;43.960243;-0.529516
70;43.75351;-1.059128
50;43.602319;7.017895
50;46.342041;2.631965
90;46.345495;3.285726
50;43.752548;-0.60448
70;44.239199;-1.127531
50;44.823579;4.662636
70;43.132124;5.86711
80;43.938382;0.649573
80;43.549137;4.401754
80;45.622919;4.347413
50;43.556277;-1.117005
80;46.190245;-0.667835
80;43.495293;4.965819
80;43.470808;4.947828
80;46.558884;0.465343
50;46.167035;1.14426
90;44.287473;2.421595
70;44.709292;4.681
50;43.210326;2.363868
70;43.685919;7.197631
70;43.665832;7.207171
90;43.835618;4.401967
90;43.835541;4.402723
80;45.02474;3.775415
50;44.341213;-0.941946
50;44.217002;-1.23191
70;45.440761;2.531143
50;44.60158;-0.93778
80;45.187436;0.669426
90;46.72308;0.424877
50;43.712848;7.271459
80;43.582333;4.444302
80;43.7831;4.6256
70;43.692365;7.243068
50;45.676425;-0.034111
50;45.851171;0.503849
90;46.127803;1.955876
80;45.0329;4.8677
80;43.883499;4.252541
80;45.507403;4.979803
80;43.884949;-0.371356
80;43.67814;-1.41854
80;43.83687;1.2398
80;44.551266;6.491795
50;43.700147;7.296045
70;43.643212;5.545297
80;45.719032;-0.49491
80;44.87905;1.20748
80;45.207595;0.8188
80;45.158959;0.710099
50;41.908782;8.715585
80;43.827074;4.520912
50;43.451923;1.879777
70;44.564909;0.041356
50;44.787169;-0.935833
50;44.61374;-0.947222
80;43.748539;1.306085
50;44.968738;-0.220083
70;43.156135;5.740847
50;44.400732;-1.161423
80;46.090944;4.076171
50;45.055129;3.864338
50;44.23793;0.445695
90;45.60201;2.695594
50;42.637729;3.033082
70;43.417565;6.844155
50;43.110801;5.812491
50;46.31707;-0.431205
90;45.970687;1.972099
50;44.576674;-0.14984
50;44.836749;-0.145663
80;45.107039;5.70216
50;44.24449;-1.11399
50;43.556986;-1.397649
50;44.24384;-1.120038
50;45.786377;3.137498
70;43.340097;0.132676
70;46.571421;-0.297021
50;44.67406;-1.001437
50;43.633527;0.582665
80;43.69224;0.470192
80;43.755087;5.167953
50;43.650499;-0.915607
50;46.16849;0.954072
50;44.703026;-0.959679
50;43.011165;1.11597
50;42.857107;1.601286
50;47.446569;6.847851
50;47.487803;6.830201
50;47.637241;6.87511
50;47.711746;7.015224
50;47.662849;6.850954
50;47.537832;6.846729
50;47.466446;6.854813
50;47.639692;6.800587
50;47.516264;6.825877
50;43.61373;1.46041
50;43.615204;1.445414
50;43.651508;1.424836
50;43.618361;1.423038
;48.26735;4.08897
;48.26683;4.08951
;48.51605;3.71489
;48.5168;3.71492
;48.2887;4.08385
;47.08204;2.38935
;47.07217;2.39421
;47.07557;2.4065
;47.06174;2.40934
;47.10346;2.40944
;47.10464;2.42484
;47.09983;2.38126
;47.1001;2.38089
;47.08232;2.38926
;47.07209;2.39383
;47.10315;2.40934
;47.33623;5.06105
;47.33656;5.05718
;47.30522;5.04973
;47.3135;5.01435
;47.31374;5.01383
;47.30932;5.03785
;47.31603;5.04453
;47.34155;5.051
;47.34108;5.05173
;48.49254;-2.74855
;48.51745;-2.77898
;49.01918;1.11881
;49.01643;1.16164
;49.20748;1.18436
;48.75866;1.24417
;48.40188;-4.40631
;48.099;-1.75759
;48.10138;-1.75419
;48.06301;-1.69948
;48.09839;-1.75776
;47.39703;0.74129
;47.39722;0.74247
;47.4984;0.78481
;47.49706;0.78348
;47.54799;0.55112
;47.54725;0.5516
;47.54783;0.55181
;47.5475;0.55073
;47.50108;0.78872
;47.50159;0.78942
;47.2086;-1.56936
;47.21771;-1.55533
;47.23515;-1.54126
;47.21599;-1.56547
;47.18919;-1.50951
;47.92806;1.84078
;47.8797;1.90827
;47.91488;1.91672
;47.91437;1.96492
;47.901246;1.919012
;47.99369;2.73244
;47.91401;1.96377
;47.92766;1.84178
;47.90631;1.92195
;47.91459;1.89952
;47.0542;-0.9012
;47.07346;-0.86765
;47.44782;-0.54293
;49.64775;-1.6512
;49.05185;-1.44385
;49.11324;-1.07941
;49.65346;-1.66389
;48.942567;4.37799
;48.7338;4.58976
;47.858618;5.330576
;48.642169;4.977213
;48.63713;4.94341
;48.62562;4.9905
;48.09975;5.1528
;48.0986;5.15407
;48.11455;5.14388
;48.6392;4.94399
;48.68357;6.16852
;48.68749;6.17025
;48.69504;6.12486
;48.69573;6.14113
;48.687;6.1957
;48.699;6.18748
;48.7048;6.163
;48.6896;6.2026
;48.70035;6.1724
;48.69355;6.19216
;48.6797;6.19854
;48.70097;6.2248
;48.677;6.1468
;47.65372;-2.73536
;47.66869;-2.99453
;49.10031;6.1802
;49.10163;6.17741
;49.11152;6.17849
;50.62709;3.03905
;50.64581;2.98818
;50.62158;3.04617
;50.67736;3.19907
;50.70538;3.1699
;50.60723;3.04267
;50.60577;3.04904
;50.71484;3.17946
;51.04781;2.41626
;51.02247;2.30489
;51.02374;2.34683
;50.62248;3.0612
;51.04821;2.41721
;51.04834;2.41637
;51.02207;2.30364
;51.02262;2.30417
;51.02409;2.34777
;50.63242;3.05247
;50.63239;3.05188
;50.6471;3.02656
;50.64764;3.02591
;50.64758;3.02644
;50.33424;3.30118
;50.33397;3.30235
;50.37334;3.39236
;50.37373;3.39259
;51.03116;2.34978
;51.02777;2.36432
;51.03167;2.34941
;49.39815;3.04604
;49.43608;2.08258
;49.3003;2.60447
;49.19874;2.5792
;49.16911;2.23774
;49.26013;2.475
;49.16911;2.23887
;50.44259;2.85414
;50.50951;2.72781
;50.42462;2.92811
;50.2882;2.78034
;50.4431;2.85474
;50.50994;2.72999
;50.44957;2.81837
;50.42525;2.92709
;50.41712;2.94742
;50.41011;2.93464
;50.94629;1.88964
;50.41682;2.94691
;50.41056;2.93454
;50.94613;1.88849
;50.9443;1.82252
;48.56507;7.70658
;48.5754;7.75624
;48.57854;7.70858
;48.56451;7.70597
;48.8135;7.78417
;48.26793;7.45673
;48.81083;7.78316
;48.59147;7.73109
;48.26896;7.45738
;48.25858;7.45031
;48.59139;7.73171
;48.08655;7.33138
;47.75009;7.30572
;48.07497;7.35078
;47.74795;7.32235
;47.75936;7.34452
;48.07078;7.33429
;48.070098;7.353967
;48.08379;7.34739
;48.08063;7.36049
;47.7605;7.3392
;47.7688;7.32611
;47.7411;7.3439
;47.7322;7.29444
;47.75552;7.35
;47.62728;6.17214
;47.69792;6.6381
;47.69814;6.63669
;47.96879;0.21026
;47.97446;0.22575
;48.00846;0.1808
;47.96978;0.21043
;47.97511;0.22431
;48.00901;0.18087
;47.96239;0.17729
;47.96291;0.17686
;47.71996;-0.10689
;47.71908;-0.10594
;48.83718;2.29687
;48.87522;2.27155
;48.88411;2.36773
;48.86931;2.33831
;48.8843;2.36107
;48.87832;2.3536
;48.83221;2.37974
;48.86374;2.37157
;48.87474;2.27069
;48.85692;2.34858
;48.86091;2.3408
;49.4365;1.13427
;49.52286;0.10446
;49.90506;1.07685
;49.42248;1.71688
;49.45289;1.05604
;49.53334;0.35628
;49.4257;1.08262
;49.91393;1.07488
;49.48864;0.15095
;49.75099;0.88116
;49.90215;1.11774
;48.967;2.69885
;48.18572;2.73246
;48.89287;2.14076
;48.89715;2.11761
;48.90286;2.13752
;48.88807;2.12695
;48.85559;2.10732
;48.80545;2.13674
;48.74872;1.92529
;48.8238;1.94105
;48.76926;1.94786
;48.93856;2.03619
;48.80679;2.12496
;48.80519;2.13535
;48.77629;2.03781
;48.77623;2.03699
;48.99018;1.71124
;48.9388;2.03547
;48.82331;1.94037
;48.88902;2.10422
;49.87529;2.32955
;49.91591;2.29408
;49.88553;2.3038
;49.9037;2.28755
;49.91509;2.2946
;49.88613;2.30352
;49.90878;2.32554
;49.90147;2.33232
;49.87342;2.35034
;49.86795;2.2789
;49.88915;2.28117
;49.90049;2.29862
;46.69814;-1.94682
;47.603327;6.821876
;47.602709;6.821456
;48.63461;2.34375
;48.63465;2.34434
;48.67808;2.49661
;48.67825;2.17504
;48.67915;2.17443
;48.63506;2.26621
;48.69568;2.2987
;48.75244;2.20435
;48.59986;2.4805
;48.60079;2.48071
;48.67846;2.49589
;48.63533;2.26618
;48.7519;2.2069
;48.92145;2.27804
;48.84903;2.21399
;48.83198;2.25377
;48.81752;2.32554
;48.84966;2.21356
;48.90089;2.30803
;48.79618;2.32178
;48.83216;2.2525
;48.91969;2.45184
;48.9021;2.41414
;48.7984;2.42036
;48.8062;2.47139
;48.79622;2.32246
;48.736;2.44655
;48.8135;2.51127
;48.78313;2.44695
;48.78119;2.44523
;48.72769;2.44562
;48.84992;2.43457
;49.02346;2.3865
;49.02258;2.3866
;48.992;2.36021
;48.99128;2.36026
;48.95446;2.25471
;48.9537;2.25439
;48.95617;2.27969
;48.95642;2.28088
;48.9912;2.18182
;48.991;2.18183
;49.01393;2.09006
;48.99406;2.19514
;48.99453;2.19419
;49.0154;2.07466
;49.01594;2.07395
;49.04332;2.01828
;49.03172;2.07386
;49.04758;2.05243
;49.04205;2.09038
;49.01345;2.0276
;49.01058;2.02921
;49.03508;2.03056
;49.02326;2.11038
;49.04004;2.11504
;48.99505;2.37904
;49.04268;2.01788
;49.0549;2.01539
;49.01019;2.02831
;46.139949;3.41528
;46.170614;3.397031
;43.827996;5.787265
;43.55078;6.9993
;43.6564;7.15538
;43.65602;7.15467
;43.70104;7.28703
;43.70066;7.28726
;43.65658;7.17826
;43.70621;7.28195
;43.65045;7.15156
;43.70048;7.25156
;43.70619;7.28233
;43.693911;7.256767
;43.65676;7.179136
;43.731153;7.286346
;43.725084;7.401035
;43.731016;7.286627
;43.650501;7.151462
;43.571907;7.107625
;43.654486;7.15809
;43.550625;6.994097
;43.27617;5.41774
;43.67508;4.63182
;43.28414;5.38485
;43.33331;5.3991
;43.27582;5.69981
;43.41124;5.3056
;43.80767;4.99503
;43.39546;5.3434
;43.347046;5.378856
;43.592102;5.004047
;43.645772;5.577236
;43.869036;4.836211
;43.313695;5.40533
;43.333774;5.398834
;43.190628;5.641404
;43.41407;5.05721
;43.413664;5.213532
;43.544844;5.041319
;43.888041;4.854766
;43.590997;5.003853
;43.807246;4.995093
;43.2879;5.62329
;43.410837;4.98331
;43.34548;5.60343
;43.646033;5.578266
;43.388392;4.802894
;43.28718;5.62296
;43.41152;4.98376
;43.887976;4.853564
;44.92177;2.43986
;44.91238;2.43848
;47.290114;5.008049
;44.55906;4.72964
;44.91317;4.87781
;45.04504;5.06501
;43.832719;4.384942
;43.619818;3.849899
;45.54121;4.85427
;45.1799;5.70476
;45.19493;5.67736
;45.134564;5.700912
;45.44229;4.37915
;45.4039;4.36654
;45.41575;4.40116
;45.4032;4.36445
;45.44198;4.3789
;45.423407;4.392343
;46.050485;4.066308
;46.050843;4.06706
;50.6945;3.171861
;50.394972;3.468577
;50.630784;3.077556
;49.470806;2.756152
;49.3428;2.606447
;49.24971;2.645069
;49.39811;3.044734
;49.289615;2.878428
;49.510648;2.923644
;49.25683;2.487185
;49.256107;2.487315
;49.259642;2.474886
;49.252286;2.477042
;49.252488;2.476831
;49.251835;2.477333
;49.288131;2.201321
;49.169227;2.244336
;49.479683;2.045194
;49.215106;2.414439
;49.192813;2.464968
;49.199509;2.579678
;49.208464;2.590922
;49.358583;2.791081
;45.78934;3.11806
;45.77853;3.11069
;45.77158;3.0935
;45.73871;3.20065
;45.761898;3.126357
;45.76242;3.12623
;45.90042;3.1042
;45.77319;3.12052
;45.9011;3.10344
;45.79706;3.11637
;48.574523;7.737271
;45.77362;4.79481
;45.75788;4.77445
;45.58865;4.77085
;45.74203;4.850811
;45.693708;4.874776
;46.10918;4.733801
;45.706154;4.887528
;45.751609;4.837516
;45.769404;4.860287
;45.67192;6.38616
;45.57623;5.90712
;45.6636;6.36369
;45.91141;6.12117
;46.18596;6.24764
;46.19269;6.24503
;46.31815;6.33026
;46.37388;6.48532
;46.18588;6.23654
;46.37059;6.4708
;48.921833;2.084083
;49.001753;1.90638
;48.985339;1.911886
;48.79823;2.152733
;43.10711;5.87689
;43.13722;5.85076
;43.11534;5.93529
;43.11008;5.96905
;43.42589;6.72794
;43.43455;6.75722
;43.505;6.4825
;43.50357;6.48352
;43.12155;5.94077
;43.11793;6.12852
;43.11838;6.13148
;43.128823;5.90164
;43.434482;6.758445
;43.088402;5.89888
;43.435924;6.730413
;43.426772;6.726949
;43.131783;5.993665
;43.113779;5.957373
;43.522085;6.466255
;43.12167;5.94097
;43.110274;5.969873
;43.128389;6.009295
;44.06034;5.04881
;43.9922;4.86416
;43.95334;4.81345
;43.95166;4.83401
;44.13645;4.80389
;43.83845;5.04889
;43.930808;4.825269
;43.932151;4.829401
;43.936176;4.781773
;43.831819;5.039477
;43.932002;4.829201
;43.962894;4.860223
;43.936176;4.781773
;43.940462;4.836071
;43.933226;4.872567
;43.868052;5.143153
;47.879696;6.764915
;48.935799;2.372392
;48.905779;2.374955
;48.95325;2.563134
;48.946008;2.493833
;44.63323;4.74498
;44.63175;4.74392
;42.93519;1.85019
;43.20357;2.76119
;43.21278;2.34516
;43.21639;2.3526
;43.20329;2.76218
;43.21638;2.35645
;43.64836;5.545
;43.64836;5.54583
;45.65085;0.18468
;45.64568;0.15273
;45.67155;0.15949
;45.67904;0.16341
;45.67261;0.17396
;45.6768;0.21978
;45.67311;-0.30716
;45.67241;-0.30645
;45.67392;-0.3285
;45.67315;-0.32857
;45.7362;0.38625
;45.74342;0.38744
;45.74396;0.38708
;45.74043;0.38746
;45.74126;0.3874
;45.88595;0.58245
;45.88598;0.58375
;45.67208;0.15921
;45.6468;0.17282
;46.1546;-1.1361
;46.17298;-1.15026
;45.62432;-1.02376
;45.62408;-1.02926
;46.15525;-1.13561
;46.17364;-1.15061
;47.23838;2.03026
;45.15757;1.52408
;45.16086;1.53328
;45.15726;1.52329
;45.22979;1.42128
;45.22957;1.42069
;45.19515;0.7033
;45.18788;0.72969
;45.12933;1.22694
;45.54226;0.97677
;48.74284;0.92666
;48.74316;0.92705
;43.7276;4.22063
;44.13407;4.07858
;43.79205;4.38122
;44.26198;4.64364
;44.17159;4.10532
;43.82058;4.34006
;43.82819;4.35223
;44.11096;4.08042
;43.83747;4.32869
;43.84199;4.38742
;43.84966;4.37393
;44.13382;4.08315
;43.83062;4.55928
;43.83064;4.56137
;43.93885;4.56413
;43.84183;4.31348
;43.83714;4.34567
;44.10535;4.08202
;43.60503;1.47814
;43.58659;1.40677
;43.63303;1.43358
;43.55849;1.40241
;43.61426;1.45043
;43.65913;1.41858
;43.6504;1.4721
;43.62142;1.42486
;43.64143;1.46687
;43.59443;1.45711
;43.56676;1.45867
;43.59323;1.4287
;43.64843;1.43887
;43.55761;1.40172
;43.59405;1.42124
;43.59349;1.42078
;44.82817;-0.53973
;44.83694;-0.59909
;44.82823;-0.56121
;44.85439;-0.57261
;44.86011;-0.5691
;44.81436;-0.57268
;44.85754;-0.59089
;44.85653;-0.59133
;44.81973;-0.59745
;44.82026;-0.59722
;43.60871;3.8409
;43.61259;3.8671
;43.34735;3.21812
;43.62356;3.8618
;43.60152;3.88475
;43.58181;3.86399
;43.35416;3.23051
;43.34702;3.21874
;43.34271;3.22119
;43.59652;3.84553
;43.59671;3.84458
;43.61974;3.86508
;43.34471;3.23386
;43.58921;3.88444
;43.62588;3.88183
;43.59694;3.89264
;43.65381;3.96754
;43.62027;3.85001
;43.65376;3.96748
;43.63025;3.90981
;43.62992;3.91044
;43.67965;4.12201
;43.67902;4.12215
;43.31902;3.47559
;43.318018;3.475355
;47.30782;0.36312
;47.30805;0.36313
;45.62753;5.15145
;45.62673;5.15192
;43.69448;-1.0693
;43.8946;-0.51332
;43.87838;-0.47799
;43.91955;-0.91751
;45.3639;3.31065
;45.36421;3.30968
;47.16053;-1.38496
;47.10614;-1.78975
;47.16025;-1.38446
;47.10554;-1.79026
;48.1035;2.77429
;48.10317;2.77446
;44.20058;0.63367
;44.39838;0.70698
;44.39777;0.70748
;44.19424;0.62899
;44.41564;0.72988
;44.20629;0.61152
;44.42009;0.72001
;44.19173;0.61525
;44.20196;0.5517
;44.50161;0.15814
;44.507;0.16015
;44.50187;0.17136
;44.50144;0.17034
;44.50768;0.16004
;50.75275;2.49104
;50.75267;2.4909
;50.66037;3.08054
;50.39033;3.48627
;50.38977;3.48682
;50.60643;2.98773
;50.60574;2.98873
;49.09549;2.74364
;49.0945;2.74575
;50.29317;2.80525
;50.29251;2.80568
;43.30487;-0.37013
;43.42037;-1.60707
;43.49267;-0.78083
;43.49819;-1.49149
;43.30193;-0.39579
;43.487;-1.53665
;43.48513;-1.49443
;43.31209;-0.37748
;43.29612;-0.37833
;43.43801;-1.58931
;43.3139;-0.41791
;43.31374;-0.37561
;43.31104;-0.32382
;43.31168;-0.32286
;43.31908;-0.368
;43.50358;-1.46966
;43.22775;0.05619
;43.22046;0.06367
;42.74836;0.19113
;42.68811;2.87444
;42.6893;2.88492
;42.681403;2.881799
;42.70914;2.89845
;42.70862;2.89901
;42.69311;2.90425
;42.6927;2.90393
;42.68724;2.90135
;42.67727;2.90517
;42.69394;2.87247
;42.68945;2.90664
;47.80932;7.10366
;47.80885;7.10519
;45.8568;4.70118
;45.8568;4.7
;45.45942;4.76249
;45.4589;4.76154
;46.86264;4.24566
;46.86327;4.2466
;47.97964;0.20154
;47.97961;0.2007
;48.03382;0.16992
;48.03395;0.17135
;45.68552;5.90926
;45.68559;5.90981
;48.26675;2.68601
;48.26681;2.68713
;46.31552;-0.50317
;46.99237;-0.21773
;46.992;-0.21698
;46.33938;-0.44639
;46.41212;-0.20987
;44.03451;1.11765
;44.01735;1.32003
;44.0358;1.37074
;44.01274;1.34584
;44.02291;1.34843
;44.01752;1.36995
;46.56329;0.38156
;46.54325;0.41506
;46.63813;0.35816
;46.55188;0.32128
;45.96016;1.16992
;45.95989;1.17052
;47.8219;3.58685
;47.82254;3.58734
;48.53784;2.37411
;48.53771;2.37489
;48.56515;2.17145
;48.5646;2.17204
;48.97523;2.33639
;48.97519;2.33751
